timestamp,time_readable,btc_price,strike_price,poly_yes_price
1764400024.378933,02:07:04,90565.3,90565.3,0.515
1764400025.379827,02:07:05,90560.89,90565.3,0.52
1764400026.386517,02:07:06,90560.89,90565.3,0.505
1764400027.393228,02:07:07,90560.88,90565.3,0.505
1764400028.403156,02:07:08,90560.89,90565.3,0.495
1764400029.4132009,02:07:09,90562.56,90565.3,0.51
1764400030.419882,02:07:10,90562.55,90565.3,0.515
1764400031.428234,02:07:11,90562.55,90565.3,0.515
1764400032.4299362,02:07:12,90562.55,90565.3,0.515
1764400033.4315789,02:07:13,90563.82,90565.3,0.505
1764400034.44161,02:07:14,90565.41,90565.3,0.515
1764400035.449405,02:07:15,90568.47,90565.3,0.515
1764400036.458702,02:07:16,90568.78,90565.3,0.515
1764400037.468693,02:07:17,90568.78,90565.3,0.515
1764400038.478751,02:07:18,90568.78,90565.3,0.515
1764400039.482889,02:07:19,90571.36,90565.3,0.525
1764400040.491272,02:07:20,90571.35,90565.3,0.52
1764400041.4930801,02:07:21,90571.36,90565.3,0.52
1764400042.496537,02:07:22,90571.36,90565.3,0.52
1764400043.5038211,02:07:23,90571.36,90565.3,0.52
1764400044.5138009,02:07:24,90571.36,90565.3,0.52
1764400045.516879,02:07:25,90571.36,90565.3,0.515
1764400046.52262,02:07:26,90571.36,90565.3,0.515
1764400047.524983,02:07:27,90571.36,90565.3,0.515
1764400048.535017,02:07:28,90571.37,90565.3,0.515
1764400049.5375621,02:07:29,90571.75,90565.3,0.515
1764400050.5392,02:07:30,90575.43,90565.3,0.52
1764400051.549244,02:07:31,90575.43,90565.3,0.525
1764400052.556124,02:07:32,90575.43,90565.3,0.525
1764400053.563245,02:07:33,90575.43,90565.3,0.525
1764400054.571233,02:07:34,90571.37,90565.3,0.51
1764400055.571788,02:07:35,90571.36,90565.3,0.505
1764400056.58029,02:07:36,90571.36,90565.3,0.505
1764400057.587497,02:07:37,90571.36,90565.3,0.505
1764400058.5881789,02:07:38,90571.36,90565.3,0.505
1764400059.598204,02:07:39,90571.37,90565.3,0.505
1764400060.605205,02:07:40,90571.37,90565.3,0.51
1764400061.612491,02:07:41,90571.36,90565.3,0.51
1764400062.613866,02:07:42,90571.37,90565.3,0.51
1764400063.617454,02:07:43,90571.37,90565.3,0.51
1764400064.619238,02:07:44,90571.36,90565.3,0.51
1764400065.621871,02:07:45,90571.37,90565.3,0.51
1764400066.631914,02:07:46,90571.37,90565.3,0.51
1764400067.6327932,02:07:47,90575.39,90565.3,0.515
1764400068.638156,02:07:48,90578.77,90565.3,0.525
1764400069.639165,02:07:49,90578.78,90565.3,0.525
1764400070.645865,02:07:50,90580.16,90565.3,0.53
1764400071.656024,02:07:51,90590.98,90565.3,0.545
1764400072.665972,02:07:52,90592.52,90565.3,0.545
1764400073.676003,02:07:53,90595.28,90565.3,0.545
1764400074.677875,02:07:54,90595.29,90565.3,0.555
1764400075.6805592,02:07:55,90595.29,90565.3,0.555
1764400076.681648,02:07:57,90595.29,90565.3,0.555
1764400077.688533,02:07:58,90595.29,90565.3,0.555
1764400078.6986098,02:07:59,90598.0,90565.3,0.555
1764400079.708748,02:08:00,90598.0,90565.3,0.555
1764400080.718722,02:08:01,90598.0,90565.3,0.555
1764400081.719687,02:08:02,90598.0,90565.3,0.555
1764400082.720622,02:08:03,90597.99,90565.3,0.555
1764400083.730669,02:08:04,90598.0,90565.3,0.555
1764400084.737761,02:08:05,90597.99,90565.3,0.555
1764400085.747947,02:08:06,90597.99,90565.3,0.555
1764400086.7525692,02:08:07,90598.0,90565.3,0.555
1764400087.7552488,02:08:08,90598.0,90565.3,0.555
1764400088.7601411,02:08:09,90597.99,90565.3,0.555
1764400089.760983,02:08:10,90597.99,90565.3,0.555
1764400090.762163,02:08:11,90597.99,90565.3,0.555
1764400091.7722151,02:08:12,90597.99,90565.3,0.555
1764400092.782227,02:08:13,90597.99,90565.3,0.555
1764400093.789037,02:08:14,90598.0,90565.3,0.555
1764400094.8049128,02:08:15,90598.0,90565.3,0.555
1764400095.812169,02:08:16,90598.0,90565.3,0.555
1764400096.814819,02:08:17,90597.99,90565.3,0.555
1764400097.824584,02:08:18,90598.0,90565.3,0.555
1764400098.833645,02:08:19,90598.0,90565.3,0.555
1764400099.840775,02:08:20,90598.0,90565.3,0.555
1764400100.8508632,02:08:21,90598.0,90565.3,0.555
1764400101.858186,02:08:22,90598.0,90565.3,0.555
1764400102.860245,02:08:23,90598.01,90565.3,0.555
1764400103.86835,02:08:24,90598.0,90565.3,0.555
1764400104.8782961,02:08:25,90598.01,90565.3,0.555
1764400105.879721,02:08:26,90598.0,90565.3,0.555
1764400106.881865,02:08:27,90598.0,90565.3,0.555
1764400107.891906,02:08:28,90598.0,90565.3,0.555
1764400108.896616,02:08:29,90598.0,90565.3,0.555
1764400109.906752,02:08:30,90598.0,90565.3,0.555
1764400110.912572,02:08:31,90598.0,90565.3,0.555
1764400111.913134,02:08:32,90598.0,90565.3,0.555
1764400112.923125,02:08:33,90606.92,90565.3,0.565
1764400113.924311,02:08:34,90606.93,90565.3,0.565
1764400114.9338791,02:08:35,90606.92,90565.3,0.565
1764400115.942177,02:08:36,90606.93,90565.3,0.565
1764400116.949878,02:08:37,90606.93,90565.3,0.565
1764400117.958196,02:08:38,90606.93,90565.3,0.565
1764400118.965717,02:08:39,90608.0,90565.3,0.575
1764400119.975691,02:08:40,90608.0,90565.3,0.575
1764400120.980117,02:08:41,90608.0,90565.3,0.575
1764400121.984614,02:08:42,90607.99,90565.3,0.575
1764400122.994605,02:08:43,90607.99,90565.3,0.575
1764400124.0015948,02:08:44,90608.0,90565.3,0.575
1764400125.0031948,02:08:45,90607.99,90565.3,0.575
1764400126.012754,02:08:46,90610.71,90565.3,0.575
1764400127.019372,02:08:47,90619.04,90565.3,0.58
1764400128.025259,02:08:48,90619.04,90565.3,0.585
1764400129.026002,02:08:49,90619.99,90565.3,0.595
1764400130.036236,02:08:50,90619.99,90565.3,0.595
1764400131.042937,02:08:51,90626.0,90565.3,0.585
1764400132.049939,02:08:52,90631.98,90565.3,0.605
1764400133.0575922,02:08:53,90631.98,90565.3,0.615
1764400134.066304,02:08:54,90631.98,90565.3,0.615
1764400135.074327,02:08:55,90626.0,90565.3,0.61
1764400136.077044,02:08:56,90626.0,90565.3,0.585
1764400137.077934,02:08:57,90626.01,90565.3,0.585
1764400138.0879831,02:08:58,90626.0,90565.3,0.595
1764400139.094365,02:08:59,90626.01,90565.3,0.6
1764400140.1019342,02:09:00,90626.01,90565.3,0.6
1764400141.1099,02:09:01,90626.0,90565.3,0.6
1764400142.1158102,02:09:02,90626.02,90565.3,0.605
1764400143.1245298,02:09:03,90633.68,90565.3,0.61
1764400144.126507,02:09:04,90633.67,90565.3,0.61
1764400145.13215,02:09:05,90633.68,90565.3,0.615
1764400146.133211,02:09:06,90633.68,90565.3,0.615
1764400147.141353,02:09:07,90633.68,90565.3,0.615
1764400148.1418428,02:09:08,90633.68,90565.3,0.615
