timestamp,time_readable,btc_price,strike_price,poly_yes_price
1764353224.019726,13:07:04,90634.69,90661.57,0.515
1764353225.021358,13:07:05,90621.69,90661.57,0.5
1764353226.024807,13:07:06,90609.96,90661.57,0.5
1764353227.025065,13:07:07,90592.72,90661.57,0.485
1764353228.025507,13:07:08,90606.28,90661.57,0.475
1764353229.028168,13:07:09,90606.27,90661.57,0.48
1764353230.030852,13:07:10,90611.36,90661.57,0.475
1764353231.035868,13:07:11,90584.0,90661.57,0.485
1764353232.040887,13:07:12,90570.0,90661.57,0.465
1764353233.045963,13:07:13,90560.0,90661.57,0.47
1764353234.0482008,13:07:14,90560.01,90661.57,0.455
1764353235.053167,13:07:15,90560.0,90661.57,0.455
1764353236.0563369,13:07:16,90582.29,90661.57,0.465
1764353237.061387,13:07:17,90589.35,90661.57,0.475
1764353238.062422,13:07:18,90602.2,90661.57,0.465
1764353239.062633,13:07:19,90633.04,90661.57,0.485
1764353240.064458,13:07:20,90647.91,90661.57,0.55
1764353241.069483,13:07:21,90685.74,90661.57,0.545
1764353242.074581,13:07:22,90685.74,90661.57,0.535
1764353243.081833,13:07:23,90685.74,90661.57,0.535
1764353244.083786,13:07:24,90712.95,90661.57,0.555
1764353245.088994,13:07:25,90716.01,90661.57,0.555
1764353246.093972,13:07:26,90741.75,90661.57,0.55
1764353247.096273,13:07:27,90732.93,90661.57,0.575
1764353248.101587,13:07:28,90732.93,90661.57,0.565
1764353249.102805,13:07:29,90700.13,90661.57,0.555
1764353250.107899,13:07:30,90680.93,90661.57,0.53
1764353251.11243,13:07:31,90679.19,90661.57,0.525
1764353252.117483,13:07:32,90670.0,90661.57,0.52
1764353253.122486,13:07:33,90650.15,90661.57,0.51
1764353254.1245792,13:07:34,90650.14,90661.57,0.505
1764353255.125928,13:07:35,90656.47,90661.57,0.525
1764353256.130993,13:07:36,90643.14,90661.57,0.505
1764353257.13479,13:07:37,90643.91,90661.57,0.505
1764353258.135078,13:07:38,90643.91,90661.57,0.515
1764353259.140212,13:07:39,90643.92,90661.57,0.515
1764353260.1452649,13:07:40,90637.94,90661.57,0.515
1764353261.150344,13:07:41,90637.94,90661.57,0.495
1764353262.15277,13:07:42,90638.66,90661.57,0.495
1764353263.15522,13:07:43,90629.7,90661.57,0.495
1764353264.158026,13:07:44,90624.91,90661.57,0.495
1764353265.16125,13:07:45,90643.64,90661.57,0.505
1764353266.166356,13:07:46,90643.64,90661.57,0.505
1764353267.170445,13:07:47,90641.13,90661.57,0.495
1764353268.175761,13:07:48,90649.85,90661.57,0.505
1764353269.180746,13:07:49,90649.85,90661.57,0.505
1764353270.185788,13:07:50,90666.27,90661.57,0.515
1764353271.187003,13:07:51,90667.61,90661.57,0.515
1764353272.192029,13:07:52,90654.67,90661.57,0.505
1764353273.1930702,13:07:53,90654.68,90661.57,0.505
1764353274.198132,13:07:54,90654.68,90661.57,0.505
1764353275.201004,13:07:55,90654.68,90661.57,0.505
1764353276.206057,13:07:56,90654.68,90661.57,0.505
1764353277.2100601,13:07:57,90666.46,90661.57,0.515
1764353278.2108102,13:07:58,90661.7,90661.57,0.515
1764353279.2154381,13:07:59,90658.87,90661.57,0.515
1764353280.220504,13:08:00,90624.89,90661.57,0.5
1764353281.225579,13:08:01,90603.12,90661.57,0.47
1764353282.229553,13:08:02,90573.54,90661.57,0.455
1764353283.229692,13:08:03,90537.82,90661.57,0.435
1764353284.234743,13:08:04,90522.89,90661.57,0.415
1764353285.239746,13:08:05,90517.15,90661.57,0.385
1764353286.241173,13:08:06,90477.71,90661.57,0.38
1764353287.244997,13:08:07,90472.71,90661.57,0.385
1764353288.250067,13:08:08,90491.85,90661.57,0.375
1764353289.2551098,13:08:09,90478.28,90661.57,0.375
1764353290.260138,13:08:10,90478.28,90661.57,0.36
1764353291.263257,13:08:11,90478.3,90661.57,0.36
1764353292.268224,13:08:12,90466.64,90661.57,0.36
1764353293.273275,13:08:13,90469.46,90661.57,0.355
1764353294.2761862,13:08:14,90476.81,90661.57,0.365
1764353295.277353,13:08:15,90466.65,90661.57,0.355
1764353296.278199,13:08:16,90466.64,90661.57,0.355
1764353297.282123,13:08:17,90466.66,90661.57,0.365
1764353298.283201,13:08:18,90496.45,90661.57,0.375
1764353299.284422,13:08:19,90505.62,90661.57,0.38
1764353300.287022,13:08:20,90505.62,90661.57,0.38
1764353301.291897,13:08:21,90499.12,90661.57,0.38
1764353302.295087,13:08:22,90503.45,90661.57,0.395
1764353303.298167,13:08:23,90512.87,90661.57,0.385
1764353304.302806,13:08:24,90512.88,90661.57,0.38
1764353305.3066711,13:08:25,90526.4,90661.57,0.395
1764353306.307224,13:08:26,90530.14,90661.57,0.415
1764353307.3122501,13:08:27,90542.0,90661.57,0.425
1764353308.3173718,13:08:28,90548.0,90661.57,0.425
1764353309.322432,13:08:29,90553.99,90661.57,0.425
1764353310.32725,13:08:30,90553.99,90661.57,0.425
1764353311.332165,13:08:31,90554.0,90661.57,0.435
1764353312.334819,13:08:32,90562.0,90661.57,0.435
1764353313.339892,13:08:33,90544.23,90661.57,0.425
1764353314.342737,13:08:34,90544.24,90661.57,0.425
1764353315.3445911,13:08:35,90545.11,90661.57,0.425
1764353316.349644,13:08:36,90530.01,90661.57,0.41
1764353317.35469,13:08:37,90530.01,90661.57,0.405
1764353318.355592,13:08:38,90528.57,90661.57,0.41
1764353319.360901,13:08:39,90518.31,90661.57,0.405
1764353320.365929,13:08:40,90512.37,90661.57,0.395
1764353321.370531,13:08:41,90525.04,90661.57,0.405
1764353322.375227,13:08:42,90544.06,90661.57,0.415
1764353323.380281,13:08:43,90549.11,90661.57,0.425
1764353324.3853178,13:08:44,90549.12,90661.57,0.425
1764353325.388491,13:08:45,90558.01,90661.57,0.425
1764353326.3938,13:08:46,90558.01,90661.57,0.43
1764353327.3971689,13:08:47,90558.63,90661.57,0.435
1764353328.400795,13:08:48,90559.9,90661.57,0.435
1764353329.403386,13:08:49,90574.48,90661.57,0.435
1764353330.405056,13:08:50,90605.99,90661.57,0.455
1764353331.40896,13:08:51,90633.65,90661.57,0.465
1764353332.4113731,13:08:52,90633.99,90661.57,0.475
1764353333.414643,13:08:53,90633.99,90661.57,0.48
1764353334.419009,13:08:54,90629.54,90661.57,0.475
1764353335.424116,13:08:55,90629.54,90661.57,0.475
1764353336.426081,13:08:56,90634.0,90661.57,0.475
1764353337.431114,13:08:57,90633.99,90661.57,0.485
1764353338.434956,13:08:58,90639.99,90661.57,0.485
1764353339.436245,13:08:59,90639.99,90661.57,0.485
1764353340.438776,13:09:00,90652.38,90661.57,0.485
1764353341.440219,13:09:01,90657.99,90661.57,0.495
1764353342.445246,13:09:02,90658.0,90661.57,0.495
1764353343.450273,13:09:03,90669.02,90661.57,0.505
1764353344.4553149,13:09:04,90657.99,90661.57,0.515
1764353345.460348,13:09:05,90658.0,90661.57,0.495
1764353346.4636118,13:09:06,90643.33,90661.57,0.485
1764353347.466439,13:09:07,90624.29,90661.57,0.485
1764353348.468987,13:09:08,90624.29,90661.57,0.47
1764353349.472644,13:09:09,90616.2,90661.57,0.47
1764353350.4777331,13:09:10,90624.3,90661.57,0.48
1764353351.482352,13:09:11,90636.96,90661.57,0.5
1764353352.484832,13:09:12,90623.01,90661.57,0.48
1764353353.4867032,13:09:13,90645.66,90661.57,0.495
1764353354.491752,13:09:14,90651.11,90661.57,0.505
1764353355.496778,13:09:15,90651.1,90661.57,0.505
1764353356.501058,13:09:16,90661.53,90661.57,0.505
1764353357.5060108,13:09:17,90675.63,90661.57,0.51
1764353358.511065,13:09:18,90659.79,90661.57,0.51
1764353359.516157,13:09:19,90661.67,90661.57,0.505
1764353360.5212128,13:09:20,90661.69,90661.57,0.505
1764353361.526273,13:09:21,90669.25,90661.57,0.515
1764353362.531329,13:09:22,90669.25,90661.57,0.515
1764353363.534818,13:09:23,90657.99,90661.57,0.5
1764353364.5362508,13:09:24,90646.66,90661.57,0.49
1764353365.541346,13:09:25,90639.61,90661.57,0.495
1764353366.546398,13:09:26,90645.95,90661.57,0.495
1764353367.551462,13:09:27,90638.06,90661.57,0.485
1764353368.5565372,13:09:28,90638.06,90661.57,0.49
1764353369.561589,13:09:29,90638.05,90661.57,0.485
1764353370.566677,13:09:30,90646.66,90661.57,0.5
1764353371.566854,13:09:31,90646.66,90661.57,0.5
1764353372.571913,13:09:32,90625.66,90661.57,0.48
1764353373.572138,13:09:33,90628.81,90661.57,0.48
1764353374.574871,13:09:34,90634.13,90661.57,0.495
1764353375.577451,13:09:35,90645.49,90661.57,0.495
1764353376.5801961,13:09:36,90636.4,90661.57,0.495
1764353377.585249,13:09:37,90640.62,90661.57,0.495
1764353378.590316,13:09:38,90645.47,90661.57,0.495
1764353379.595117,13:09:39,90645.47,90661.57,0.495
1764353380.5967019,13:09:40,90636.66,90661.57,0.485
1764353381.6017122,13:09:41,90639.61,90661.57,0.495
1764353382.606775,13:09:42,90643.71,90661.57,0.495
1764353383.611813,13:09:43,90643.71,90661.57,0.495
1764353384.616868,13:09:44,90643.7,90661.57,0.495
1764353385.621925,13:09:45,90643.71,90661.57,0.495
1764353386.6223218,13:09:46,90634.65,90661.57,0.49
1764353387.623279,13:09:47,90634.65,90661.57,0.485
1764353388.6241899,13:09:48,90634.65,90661.57,0.49
1764353389.625621,13:09:49,90634.65,90661.57,0.49
1764353390.630599,13:09:50,90637.83,90661.57,0.495
1764353391.634144,13:09:51,90637.83,90661.57,0.49
1764353392.6367738,13:09:52,90637.83,90661.57,0.49
1764353393.641846,13:09:53,90637.83,90661.57,0.485
1764353394.643583,13:09:54,90637.83,90661.57,0.485
1764353395.644408,13:09:55,90637.83,90661.57,0.49
1764353396.649492,13:09:56,90637.83,90661.57,0.49
1764353397.650959,13:09:57,90623.33,90661.57,0.475
1764353398.652624,13:09:58,90623.33,90661.57,0.48
1764353399.6577,13:09:59,90623.33,90661.57,0.48
1764353400.662836,13:10:00,90606.01,90661.57,0.47
1764353401.666362,13:10:02,90617.67,90661.57,0.48
1764353402.667584,13:10:03,90624.15,90661.57,0.485
1764353403.6727948,13:10:04,90622.74,90661.57,0.485
1764353404.676872,13:10:04,90622.74,90661.57,0.485
1764353405.677184,13:10:05,90622.73,90661.57,0.485
1764353406.678159,13:10:06,90622.74,90661.57,0.485
1764353407.678543,13:10:08,90622.74,90661.57,0.485
1764353408.679668,13:10:09,90596.01,90661.57,0.485
