timestamp,time_readable,btc_price,strike_price,poly_yes_price
1764418024.9386072,07:07:05,90673.2,90673.19,0.47
1764418025.944992,07:07:06,90673.19,90673.19,0.475
1764418026.955049,07:07:07,90673.2,90673.19,0.475
1764418027.956,07:07:08,90673.19,90673.19,0.48
1764418028.960578,07:07:09,90673.2,90673.19,0.475
1764418029.9693031,07:07:10,90670.88,90673.19,0.485
1764418030.9765918,07:07:11,90670.87,90673.19,0.475
1764418031.979242,07:07:12,90670.87,90673.19,0.485
1764418032.983516,07:07:13,90670.87,90673.19,0.485
1764418033.9867232,07:07:14,90670.88,90673.19,0.485
1764418034.996792,07:07:15,90670.88,90673.19,0.485
1764418036.0012422,07:07:16,90670.88,90673.19,0.485
1764418037.00834,07:07:17,90670.88,90673.19,0.485
1764418038.017526,07:07:18,90670.88,90673.19,0.485
1764418039.026168,07:07:19,90670.88,90673.19,0.485
1764418040.030622,07:07:20,90670.88,90673.19,0.485
1764418041.033195,07:07:21,90670.88,90673.19,0.485
1764418042.0351539,07:07:22,90670.87,90673.19,0.485
1764418043.0395231,07:07:23,90670.87,90673.19,0.485
1764418044.0496051,07:07:24,90670.87,90673.19,0.48
1764418045.0577621,07:07:25,90670.88,90673.19,0.48
1764418046.059677,07:07:26,90670.88,90673.19,0.48
1764418047.060052,07:07:27,90670.87,90673.19,0.48
1764418048.065283,07:07:28,90670.87,90673.19,0.485
1764418049.075337,07:07:29,90670.88,90673.19,0.485
1764418050.081965,07:07:30,90670.88,90673.19,0.485
1764418051.0896482,07:07:31,90670.88,90673.19,0.475
1764418052.098017,07:07:32,90670.87,90673.19,0.475
1764418053.1081312,07:07:33,90670.88,90673.19,0.475
1764418054.1129012,07:07:34,90670.88,90673.19,0.485
1764418055.115242,07:07:35,90670.88,90673.19,0.485
1764418056.1203258,07:07:36,90670.87,90673.19,0.485
1764418057.130382,07:07:37,90670.88,90673.19,0.485
1764418058.140505,07:07:38,90670.87,90673.19,0.48
1764418059.147236,07:07:39,90668.19,90673.19,0.47
1764418060.157249,07:07:40,90668.2,90673.19,0.465
1764418061.163195,07:07:41,90668.19,90673.19,0.465
